X;Y;Z;FileName
1639;1143;8;reg001
1789;897;8;reg001
158;504;8;reg002
460;1427;9;reg002
1060;757;8;reg002
1277;737;6;reg002
1348;907;8;reg002
1611;1429;7;reg002
1660;1158;8;reg002
1785;738;8;reg002
448;391;6;reg006
646;177;7;reg006
1834;1397;7;reg006
707;232;9;reg035
1013;749;7;reg035
1249;307;9;reg051
1436;683;8;reg051
419;507;7;reg052
822;501;8;reg052
823;521;8;reg052
926;612;8;reg052
1259;424;8;reg052
139;1082;7;reg009
469;57;7;reg009
462;1305;8;reg009
692;209;7;reg009
290;220;8;reg010
365;286;8;reg010
526;151;6;reg010
750;1389;7;reg010
995;18;7;reg010
1134;100;8;reg010
1114;1232;7;reg010
1168;1321;8;reg010
1417;700;6;reg010
1605;477;8;reg010
309;963;9;reg021
500;1054;9;reg021
1017;699;7;reg021
1039;1308;8;reg021
1195;672;8;reg021
1229;739;8;reg021
1252;781;8;reg021
1634;802;8;reg021
1682;714;9;reg021
195;829;7;reg022
589;993;8;reg022
661;283;8;reg022
681;1148;6;reg022
910;108;7;reg022
977;1002;7;reg022
646;798;7;reg029
828;1084;8;reg029
927;422;6;reg029
1183;499;8;reg029
1227;813;7;reg029
1338;310;7;reg029
1353;549;8;reg029
1459;1097;7;reg029
580;844;7;reg030
593;204;6;reg030
902;143;6;reg030
930;956;7;reg030
1306;944;8;reg030
1445;1014;8;reg030
273;1272;9;reg045
997;410;9;reg045
1302;850;7;reg045
1745;949;8;reg045
1029;1021;8;reg046
395;635;7;reg057
565;980;7;reg057
1051;187;6;reg057
1402;953;8;reg058
1531;234;8;reg058
1743;935;7;reg058
1741;1174;6;reg058
629;501;6;reg003
1403;489;7;reg003
369;492;7;reg004
659;711;7;reg004
1363;580;7;reg004
1712;1270;7;reg004
1764;702;5;reg004
1362;274;8;reg019
834;247;8;reg020
999;1162;8;reg020
163;1129;9;reg037
913;104;8;reg037
950;1121;10;reg037
1136;927;9;reg037
585;186;7;reg038
614;373;6;reg038
625;685;8;reg038
749;271;8;reg038
805;1006;6;reg038
824;340;7;reg038
1695;826;7;reg038
1591;928;9;reg043
1071;381;8;reg053
1491;1304;7;reg053
1513;997;8;reg053
897;274;8;reg054
1315;1330;8;reg054
1766;1224;8;reg055
958;781;7;reg056
1060;595;6;reg056
1097;1327;8;reg056
1427;943;6;reg056
1640;704;8;reg056
1724;1075;8;reg056
275;252;9;reg067
866;329;9;reg067
1050;678;9;reg067
1057;31;9;reg068
1544;615;9;reg068
500;1152;9;reg069
709;862;9;reg069
734;904;9;reg069
897;820;10;reg069
256;20;8;reg011
544;813;6;reg011
591;695;8;reg011
203;24;5;reg012
236;1140;6;reg012
370;470;8;reg012
449;128;7;reg012
759;584;5;reg012
932;672;7;reg015
1118;153;7;reg015
16;1077;7;reg024
1698;1439;8;reg024
570;1415;8;reg032
653;1388;8;reg032
770;523;6;reg032
974;245;7;reg032
1074;532;8;reg032
610;558;7;reg033
859;285;8;reg033
965;1109;8;reg033
973;1049;8;reg033
999;184;8;reg033
1002;530;8;reg033
1212;740;9;reg033
1261;1187;8;reg033
1262;1259;8;reg033
1416;794;7;reg033
1477;540;8;reg033
1495;723;8;reg033
1656;1306;7;reg033
131;851;7;reg034
470;1242;10;reg034
535;619;8;reg034
639;143;7;reg034
634;1347;10;reg034
666;703;10;reg034
717;918;9;reg034
792;949;7;reg034
1014;1149;10;reg034
1013;1356;7;reg034
1139;773;9;reg034
1673;509;9;reg034
1818;317;9;reg034
272;254;6;reg048
385;852;8;reg048
738;427;7;reg048
1013;757;8;reg048
1142;487;8;reg048
217;1201;8;reg049
231;950;8;reg049
273;834;7;reg049
260;1301;9;reg049
308;538;8;reg049
601;408;8;reg049
743;201;7;reg049
983;351;8;reg049
1250;1179;7;reg049
793;1162;8;reg050
919;215;9;reg050
1447;1014;7;reg050
469;723;6;reg059
613;1024;8;reg059
697;342;8;reg059
1508;130;7;reg059
1584;379;6;reg059
1600;438;6;reg059
1759;705;7;reg059
843;133;7;reg060
933;1012;7;reg060
1148;470;7;reg060
1203;365;6;reg060
1408;1172;6;reg060
1540;308;8;reg060
744;512;9;reg061
976;1243;9;reg061
1186;938;8;reg061
1258;856;9;reg061
1524;177;6;reg061
462;213;9;reg062
935;1434;8;reg062
1198;63;7;reg062
495;684;9;reg063
782;1312;8;reg063
960;975;7;reg063
1068;1151;7;reg066
1148;616;9;reg066
1206;796;10;reg066
1204;1097;9;reg066
1405;881;6;reg041
800;195;6;reg058
467;287;7;reg038
449;1439;7;reg038
996;995;8;reg054
139;930;9;reg056
207;713;7;reg056
242;632;6;reg056
501;861;6;reg056
917;956;9;reg067
1395;1433;10;reg067
85;849;8;reg015
1535;789;7;reg016
132;478;8;reg032
181;608;6;reg032
215;117;8;reg032
217;757;7;reg032
218;641;8;reg032
231;610;6;reg032
238;753;8;reg032
360;715;7;reg032
353;756;8;reg032
617;921;8;reg032
638;879;6;reg032
646;886;6;reg032
686;1230;9;reg032
684;1319;8;reg032
786;913;7;reg032
862;934;9;reg032
907;907;7;reg032
948;685;8;reg032
985;688;6;reg032
989;526;7;reg032
973;905;8;reg032
1019;866;7;reg032
1036;529;8;reg032
1030;787;7;reg032
1030;807;6;reg032
1038;896;9;reg032
1133;496;8;reg032
1136;1101;6;reg032
1156;1115;7;reg032
1176;1096;8;reg032
1316;1326;8;reg032
1364;243;7;reg032
1379;1128;7;reg032
1402;1068;8;reg032
1493;518;7;reg032
1535;1416;9;reg032
1562;1344;7;reg032
1595;916;7;reg032
1602;1425;8;reg032
1634;904;7;reg032
1640;1430;8;reg032
1744;1259;8;reg032
1752;1408;8;reg032
1747;1332;7;reg032
1765;1330;7;reg032
1808;747;7;reg032
1794;1125;8;reg032
1837;190;8;reg032
1838;199;8;reg032
82;579;6;reg033
81;1201;7;reg033
90;836;7;reg033
127;1052;8;reg033
135;929;7;reg033
207;929;8;reg033
211;1033;8;reg033
243;777;8;reg033
237;1321;8;reg033
266;370;8;reg033
262;801;8;reg033
255;1277;6;reg033
293;425;8;reg033
297;774;8;reg033
309;757;8;reg033
298;1340;7;reg033
325;792;8;reg033
349;778;7;reg033
342;1373;8;reg033
356;897;7;reg033
366;807;8;reg033
433;1434;7;reg033
444;1435;9;reg033
479;573;8;reg033
474;1340;8;reg033
545;314;8;reg033
532;1302;8;reg033
570;642;8;reg033
575;233;8;reg033
603;971;8;reg033
668;405;8;reg033
706;340;9;reg033
706;421;7;reg033
709;388;8;reg033
700;675;7;reg033
724;796;7;reg033
748;224;8;reg033
740;1124;8;reg033
770;1002;8;reg033
805;398;8;reg033
835;105;8;reg033
796;1395;8;reg033
851;298;8;reg033
861;309;8;reg033
852;650;9;reg033
864;659;7;reg033
855;1120;8;reg033
850;1200;8;reg033
872;653;8;reg033
894;258;7;reg033
894;302;8;reg033
895;318;8;reg033
881;1298;8;reg033
876;1148;8;reg033
897;521;8;reg033
885;1052;8;reg033
922;152;8;reg033
916;558;8;reg033
916;588;8;reg033
930;275;8;reg033
928;525;9;reg033
975;994;7;reg033
1043;8;7;reg033
1046;449;7;reg033
1077;240;8;reg033
1118;273;7;reg033
1137;250;7;reg033
1187;238;6;reg033
1318;140;8;reg033
1329;501;7;reg033
1374;370;8;reg033
1401;57;8;reg033
1436;195;8;reg033
1454;756;7;reg033
1476;1080;7;reg033
1498;438;6;reg033
1523;1083;6;reg033
1534;1115;8;reg033
1546;1111;8;reg033
1572;1083;6;reg033
1572;1129;9;reg033
1603;1036;7;reg033
1634;774;6;reg033
1658;657;8;reg033
1675;841;8;reg033
1689;1069;8;reg033
16;583;10;reg034
69;980;9;reg034
198;777;9;reg034
250;548;8;reg034
342;522;9;reg034
378;408;10;reg034
364;764;9;reg034
416;407;8;reg034
430;1275;8;reg034
537;466;10;reg034
575;520;9;reg034
590;1237;8;reg034
626;644;8;reg034
662;12;7;reg034
647;1272;9;reg034
663;613;9;reg034
703;15;9;reg034
674;1432;9;reg034
733;599;8;reg034
783;1357;8;reg034
836;17;8;reg034
936;1436;9;reg034
1099;916;10;reg034
1154;211;9;reg034
1152;164;9;reg034
1169;140;9;reg034
1183;117;8;reg034
1202;33;9;reg034
1272;129;9;reg034
1289;106;8;reg034
1319;43;9;reg034
1331;859;10;reg034
1496;99;10;reg034
1478;1023;10;reg034
1529;937;8;reg034
1572;79;8;reg034
1675;76;9;reg034
1713;226;9;reg034
1710;850;10;reg034
1827;148;7;reg034
138;1309;8;reg059
353;639;8;reg059
546;1324;8;reg059
569;1303;7;reg059
578;1281;6;reg059
1477;1005;8;reg059
1499;1008;8;reg059
1538;1033;6;reg059
1751;809;6;reg059
1406;198;8;reg060
162;725;8;reg062
523;974;9;reg062
1201;527;10;reg063
1402;1400;9;reg063
349;256;9;reg064
499;1018;8;reg064
565;725;8;reg064
942;1065;8;reg064
1162;1374;8;reg064
1263;1220;9;reg064
1455;1015;7;reg064
1576;272;8;reg064
1598;911;8;reg064
241;172;8;reg001
357;1221;8;reg001
368;1203;8;reg001
381;1243;8;reg001
407;1224;8;reg001
407;1267;8;reg001
442;1220;8;reg001
442;1249;8;reg001
432;1246;8;reg001
446;1299;8;reg001
448;1276;8;reg001
466;1217;9;reg001
478;1223;8;reg001
480;1254;6;reg001
483;1293;8;reg001
484;1347;8;reg001
509;1269;9;reg001
511;1217;8;reg001
507;1340;8;reg001
514;1369;9;reg001
518;1323;7;reg001
522;1346;8;reg001
528;1372;9;reg001
545;1251;8;reg001
532;1234;7;reg001
535;1188;8;reg001
555;1223;8;reg001
546;1379;7;reg001
557;1288;8;reg001
543;1312;7;reg001
558;1191;8;reg001
576;1289;9;reg001
580;1174;8;reg001
575;1366;8;reg001
581;1243;7;reg001
585;1277;8;reg001
590;1269;7;reg001
590;1327;8;reg001
600;1292;8;reg001
602;1230;8;reg001
604;1187;8;reg001
588;1389;7;reg001
609;1156;8;reg001
607;1209;8;reg001
607;1302;7;reg001
597;1360;8;reg001
629;1217;7;reg001
622;1249;8;reg001
628;1187;6;reg001
631;1129;8;reg001
646;1362;7;reg001
628;1353;8;reg001
631;1303;7;reg001
632;1158;8;reg001
620;1375;8;reg001
644;1307;8;reg001
660;1306;8;reg001
637;1244;7;reg001
653;1180;8;reg001
659;1149;8;reg001
677;1156;8;reg001
685;1248;7;reg001
679;1281;8;reg001
679;1370;8;reg001
706;1273;8;reg001
696;1393;6;reg001
697;1331;8;reg001
712;1153;8;reg001
719;1182;8;reg001
713;1227;7;reg001
716;1303;7;reg001
716;1344;8;reg001
721;1334;8;reg001
727;1124;8;reg001
738;1265;8;reg001
729;1248;8;reg001
740;1190;8;reg001
749;1174;7;reg001
748;1284;8;reg001
763;1204;7;reg001
779;1281;8;reg001
776;1229;8;reg001
782;1185;8;reg001
798;1217;8;reg001
792;1243;8;reg001
793;1201;6;reg001
794;1258;7;reg001
879;1062;7;reg001
896;1074;9;reg001
1111;1283;6;reg001
292;261;8;reg002
332;294;8;reg002
357;133;8;reg002
405;1221;6;reg002
457;672;7;reg002
591;1284;8;reg002
695;1221;7;reg002
776;32;8;reg002
785;632;7;reg002
805;109;8;reg002
855;1216;6;reg002
931;669;7;reg002
1033;1253;8;reg002
1061;1426;7;reg002
1077;1420;7;reg002
1094;1434;7;reg002
1093;1418;7;reg002
1115;1419;8;reg002
1133;1433;6;reg002
1234;525;7;reg002
1449;732;6;reg002
1843;15;8;reg002
1348;1004;7;reg005
1520;428;6;reg005
250;257;6;reg006
556;146;7;reg006
597;138;7;reg006
873;366;8;reg006
281;1256;8;reg017
317;1331;8;reg017
386;527;8;reg017
437;572;9;reg017
445;546;8;reg017
449;579;6;reg017
441;1335;9;reg017
455;564;8;reg017
470;596;7;reg017
471;550;8;reg017
468;479;9;reg017
476;525;8;reg017
488;620;6;reg017
490;546;9;reg017
489;580;7;reg017
495;557;6;reg017
519;422;9;reg017
506;611;7;reg017
510;569;8;reg017
530;592;8;reg017
540;390;7;reg017
527;545;7;reg017
535;651;7;reg017
547;552;9;reg017
548;534;7;reg017
552;597;7;reg017
569;355;8;reg017
560;527;7;reg017
560;571;10;reg017
568;535;7;reg017
578;545;8;reg017
584;616;7;reg017
582;887;10;reg017
592;343;9;reg017
595;524;7;reg017
599;559;8;reg017
599;591;8;reg017
610;534;7;reg017
605;622;7;reg017
636;308;9;reg017
634;512;7;reg017
634;568;8;reg017
631;536;8;reg017
630;604;7;reg017
647;495;9;reg017
651;579;8;reg017
663;275;9;reg017
658;488;8;reg017
651;755;10;reg017
652;853;10;reg017
659;801;10;reg017
662;845;6;reg017
667;630;9;reg017
673;515;7;reg017
674;565;8;reg017
674;889;6;reg017
679;760;6;reg017
687;279;7;reg017
684;740;7;reg017
679;915;7;reg017
682;1011;9;reg017
686;789;8;reg017
696;442;6;reg017
699;461;8;reg017
703;487;8;reg017
692;806;6;reg017
697;716;7;reg017
702;898;8;reg017
705;808;10;reg017
707;694;10;reg017
711;540;7;reg017
721;296;7;reg017
717;497;8;reg017
724;242;8;reg017
711;765;7;reg017
727;429;7;reg017
697;1023;10;reg017
705;1022;9;reg017
716;783;9;reg017
721;543;6;reg017
715;926;10;reg017
721;753;10;reg017
720;948;9;reg017
722;877;7;reg017
730;464;8;reg017
724;845;6;reg017
729;898;8;reg017
738;265;10;reg017
727;926;6;reg017
738;388;8;reg017
740;324;8;reg017
735;694;7;reg017
735;798;9;reg017
749;438;7;reg017
753;215;6;reg017
746;631;9;reg017
757;240;7;reg017
755;413;8;reg017
757;526;8;reg017
746;986;10;reg017
747;748;10;reg017
760;470;7;reg017
765;427;9;reg017
767;767;8;reg017
765;701;6;reg017
771;364;6;reg017
788;279;6;reg017
787;401;7;reg017
773;386;9;reg017
780;360;6;reg017
790;434;7;reg017
771;789;7;reg017
793;521;7;reg017
776;844;9;reg017
772;816;8;reg017
777;874;10;reg017
784;759;7;reg017
780;722;8;reg017
792;776;9;reg017
800;372;7;reg017
812;297;6;reg017
802;734;8;reg017
819;531;9;reg017
818;477;7;reg017
811;343;6;reg017
807;656;8;reg017
821;393;8;reg017
810;397;9;reg017
819;810;8;reg017
808;968;9;reg017
808;1010;9;reg017
810;458;7;reg017
816;759;10;reg017
806;793;8;reg017
824;499;9;reg017
826;312;7;reg017
829;620;6;reg017
826;691;6;reg017
828;853;7;reg017
843;426;8;reg017
848;463;7;reg017
834;682;7;reg017
838;545;8;reg017
853;344;7;reg017
849;513;7;reg017
837;663;10;reg017
838;625;9;reg017
837;773;9;reg017
857;222;10;reg017
857;331;6;reg017
842;784;7;reg017
859;294;6;reg017
869;547;7;reg017
865;745;7;reg017
871;796;9;reg017
862;817;7;reg017
858;696;9;reg017
858;704;8;reg017
878;501;8;reg017
877;873;9;reg017
870;1032;9;reg017
876;393;7;reg017
873;661;8;reg017
861;838;7;reg017
884;468;6;reg017
887;248;7;reg017
890;362;9;reg017
874;952;10;reg017
878;872;9;reg017
893;433;8;reg017
890;764;7;reg017
895;334;8;reg017
897;633;8;reg017
911;248;9;reg017
898;1048;9;reg017
913;225;8;reg017
903;339;7;reg017
911;555;8;reg017
908;309;6;reg017
895;587;8;reg017
908;612;7;reg017
896;709;10;reg017
912;877;10;reg017
917;389;7;reg017
910;508;6;reg017
894;1062;10;reg017
908;793;9;reg017
913;657;7;reg017
905;477;9;reg017
923;286;8;reg017
895;920;9;reg017
916;840;6;reg017
905;721;9;reg017
924;421;8;reg017
934;223;7;reg017
929;677;7;reg017
937;271;7;reg017
926;802;6;reg017
926;977;7;reg017
946;206;8;reg017
934;544;9;reg017
946;371;9;reg017
938;599;9;reg017
934;730;9;reg017
937;521;8;reg017
939;493;6;reg017
950;171;8;reg017
930;572;7;reg017
955;222;9;reg017
954;276;8;reg017
927;1006;7;reg017
946;606;7;reg017
952;346;6;reg017
949;698;9;reg017
936;976;7;reg017
932;942;9;reg017
948;404;6;reg017
963;164;7;reg017
963;258;8;reg017
937;968;9;reg017
948;647;9;reg017
964;580;9;reg017
943;958;9;reg017
967;347;8;reg017
966;216;7;reg017
939;1075;6;reg017
971;226;7;reg017
968;473;7;reg017
968;671;8;reg017
952;1011;6;reg017
975;316;7;reg017
980;304;9;reg017
975;393;8;reg017
966;885;9;reg017
968;1201;10;reg017
970;744;9;reg017
982;767;8;reg017
985;595;6;reg017
994;253;8;reg017
959;1137;8;reg017
991;460;6;reg017
982;998;9;reg017
996;409;7;reg017
995;370;8;reg017
993;490;8;reg017
988;706;9;reg017
1005;322;7;reg017
996;682;8;reg017
1011;256;8;reg017
995;440;9;reg017
979;961;8;reg017
1003;507;9;reg017
1015;350;7;reg017
1015;431;7;reg017
987;1106;9;reg017
983;1036;9;reg017
1020;204;8;reg017
1006;553;6;reg017
1000;851;9;reg017
1006;646;7;reg017
1013;400;6;reg017
1017;632;9;reg017
1018;409;7;reg017
1011;954;10;reg017
1006;1055;8;reg017
1012;719;8;reg017
1024;378;8;reg017
1016;759;10;reg017
1031;533;8;reg017
1028;580;7;reg017
1021;838;9;reg017
1028;848;6;reg017
1032;310;7;reg017
1022;484;9;reg017
1014;988;10;reg017
1043;391;6;reg017
1030;681;6;reg017
1032;915;9;reg017
1043;640;7;reg017
1030;1035;7;reg017
1045;186;8;reg017
1037;579;9;reg017
1044;437;7;reg017
1040;924;6;reg017
1044;521;8;reg017
1036;1002;9;reg017
1044;614;8;reg017
1059;370;8;reg017
1065;193;8;reg017
1058;340;8;reg017
1050;700;6;reg017
1045;494;8;reg017
1036;1262;10;reg017
1053;425;8;reg017
1067;461;7;reg017
1045;821;6;reg017
1046;1019;7;reg017
1061;408;6;reg017
1064;472;9;reg017
1070;618;8;reg017
1051;970;9;reg017
1071;660;9;reg017
1071;910;9;reg017
1073;527;7;reg017
1082;420;8;reg017
1087;476;9;reg017
1063;1118;7;reg017
1083;560;8;reg017
1090;659;8;reg017
1085;511;8;reg017
1090;786;7;reg017
1079;1067;9;reg017
1081;722;8;reg017
1079;1117;6;reg017
1088;730;8;reg017
1088;940;7;reg017
1093;876;9;reg017
1095;1029;8;reg017
1092;1277;9;reg017
1095;1259;7;reg017
1104;911;7;reg017
1097;1038;7;reg017
1109;501;8;reg017
1107;699;8;reg017
1106;545;8;reg017
1099;1289;9;reg017
1116;804;7;reg017
1116;965;9;reg017
1103;835;7;reg017
1125;595;8;reg017
1114;758;6;reg017
1106;973;9;reg017
1128;512;8;reg017
1127;544;7;reg017
1125;732;8;reg017
1133;533;7;reg017
1130;1021;7;reg017
1128;1002;10;reg017
1124;902;9;reg017
1123;1146;7;reg017
1109;1313;10;reg017
1132;637;7;reg017
1103;1267;8;reg017
1125;1265;9;reg017
1139;692;8;reg017
1134;934;7;reg017
1118;1255;7;reg017
1138;672;7;reg017
1137;569;7;reg017
1132;1305;10;reg017
1143;595;7;reg017
1136;986;9;reg017
1145;542;8;reg017
1155;589;8;reg017
1163;759;7;reg017
1137;843;7;reg017
1148;665;8;reg017
1165;568;9;reg017
1140;1308;10;reg017
1142;627;7;reg017
1148;786;7;reg017
1168;584;7;reg017
1158;1051;7;reg017
1151;1017;9;reg017
1151;1099;9;reg017
1170;732;8;reg017
1169;687;8;reg017
1162;839;7;reg017
1153;982;7;reg017
1166;644;8;reg017
1160;1036;9;reg017
1173;615;8;reg017
1166;1116;7;reg017
1171;1031;9;reg017
1177;859;9;reg017
1179;770;8;reg017
1178;870;7;reg017
1175;801;7;reg017
1179;1221;8;reg017
1177;1176;9;reg017
1188;703;7;reg017
1191;591;7;reg017
1191;777;9;reg017
1191;805;9;reg017
1183;1102;7;reg017
1190;628;7;reg017
1200;757;9;reg017
1194;960;9;reg017
1204;708;8;reg017
1187;1127;9;reg017
1182;1112;6;reg017
1189;1142;9;reg017
1202;688;7;reg017
1193;1309;9;reg017
1190;1118;9;reg017
1198;1196;8;reg017
1188;1263;10;reg017
1202;1288;7;reg017
1212;824;7;reg017
1208;657;8;reg017
1199;1195;8;reg017
1227;677;7;reg017
1207;1111;8;reg017
1215;763;7;reg017
1212;1275;6;reg017
1215;785;8;reg017
1207;1181;9;reg017
1213;1284;7;reg017
1219;1017;9;reg017
1229;983;9;reg017
1219;1112;7;reg017
1230;728;9;reg017
1230;787;8;reg017
1221;753;9;reg017
1219;1197;9;reg017
1217;1294;9;reg017
1232;854;6;reg017
1236;888;6;reg017
1220;1271;9;reg017
1231;816;7;reg017
1225;1290;10;reg017
1226;1289;10;reg017
1243;710;8;reg017
1243;743;8;reg017
1221;1223;10;reg017
1244;694;9;reg017
1237;1083;9;reg017
1248;886;7;reg017
1237;1288;8;reg017
1252;777;9;reg017
1239;1164;10;reg017
1243;1095;10;reg017
1255;854;7;reg017
1255;1104;10;reg017
1265;848;8;reg017
1257;1214;7;reg017
1259;812;7;reg017
1268;884;7;reg017
1247;1249;9;reg017
1266;908;7;reg017
1261;973;6;reg017
1263;1325;7;reg017
1277;857;7;reg017
1286;807;8;reg017
1269;1118;9;reg017
1290;900;6;reg017
1270;1277;9;reg017
1289;1038;6;reg017
1295;848;8;reg017
1291;1223;7;reg017
1303;806;9;reg017
1298;1012;8;reg017
1288;947;6;reg017
1277;1351;9;reg017
1289;1332;9;reg017
1284;1310;9;reg017
1293;989;9;reg017
1306;945;7;reg017
1305;1208;9;reg017
1300;1273;7;reg017
1320;903;7;reg017
1312;1250;6;reg017
1331;943;7;reg017
1320;1332;8;reg017
1324;996;7;reg017
1339;1042;7;reg017
1346;886;7;reg017
1346;1326;10;reg017
1349;1032;8;reg017
1351;1249;9;reg017
1358;1036;7;reg017
1353;1234;7;reg017
1361;1295;9;reg017
1364;832;10;reg017
1348;1298;9;reg017
1359;1347;9;reg017
1356;1314;9;reg017
1371;1227;7;reg017
1374;1300;9;reg017
1376;1243;8;reg017
1388;1197;9;reg017
1394;1042;9;reg017
1396;1207;7;reg017
1400;1252;9;reg017
1400;1346;9;reg017
1386;1241;9;reg017
1386;1371;10;reg017
1410;1286;9;reg017
1398;1229;9;reg017
1399;1284;9;reg017
1399;1318;9;reg017
1427;1268;9;reg017
1435;1203;6;reg017
1426;1253;7;reg017
1437;1247;7;reg017
1447;1078;7;reg017
1442;1262;9;reg017
1452;1065;10;reg017
1443;1290;9;reg017
1457;1108;9;reg017
1459;1242;8;reg017
1459;1247;9;reg017
1463;943;9;reg017
1474;1213;7;reg017
1503;857;9;reg017
1503;955;7;reg017
1492;1158;9;reg017
1515;1011;9;reg017
0;314;9;reg018
6;360;10;reg018
62;830;8;reg018
105;399;8;reg018
126;253;9;reg018
135;212;7;reg018
135;241;8;reg018
141;440;6;reg018
143;394;8;reg018
160;302;6;reg018
163;237;8;reg018
159;510;7;reg018
170;777;9;reg018
188;248;8;reg018
193;197;8;reg018
181;372;6;reg018
197;230;7;reg018
207;217;8;reg018
209;402;6;reg018
227;180;8;reg018
227;208;8;reg018
218;263;9;reg018
231;577;8;reg018
232;356;6;reg018
237;297;8;reg018
251;382;6;reg018
249;188;9;reg018
252;236;8;reg018
259;167;7;reg018
262;150;8;reg018
260;379;6;reg018
278;281;7;reg018
279;140;8;reg018
285;193;9;reg018
295;204;8;reg018
298;168;8;reg018
291;317;7;reg018
302;259;9;reg018
308;227;8;reg018
312;144;8;reg018
313;344;7;reg018
339;233;8;reg018
341;331;6;reg018
342;135;8;reg018
353;176;8;reg018
353;262;7;reg018
345;158;9;reg018
352;222;8;reg018
365;170;8;reg018
354;369;7;reg018
372;123;9;reg018
382;182;9;reg018
384;216;9;reg018
379;433;9;reg018
391;152;8;reg018
397;276;7;reg018
401;128;9;reg018
402;149;8;reg018
405;195;7;reg018
400;312;9;reg018
418;213;8;reg018
426;130;8;reg018
427;203;8;reg018
431;117;8;reg018
420;483;9;reg018
434;228;9;reg018
436;335;6;reg018
438;285;8;reg018
446;283;8;reg018
463;227;7;reg018
460;463;8;reg018
477;170;9;reg018
478;314;8;reg018
479;247;8;reg018
486;162;9;reg018
488;319;7;reg018
488;525;8;reg018
501;135;9;reg018
499;291;8;reg018
498;292;8;reg018
509;210;7;reg018
504;390;7;reg018
516;106;9;reg018
519;163;8;reg018
530;313;8;reg018
536;82;8;reg018
540;109;8;reg018
542;176;8;reg018
542;284;9;reg018
546;211;8;reg018
548;246;7;reg018
551;112;10;reg018
551;160;9;reg018
559;493;8;reg018
564;313;9;reg018
574;94;8;reg018
578;124;9;reg018
580;134;8;reg018
581;71;9;reg018
582;109;8;reg018
586;160;7;reg018
583;178;7;reg018
583;285;7;reg018
592;247;7;reg018
593;284;7;reg018
604;105;8;reg018
606;189;8;reg018
603;134;8;reg018
610;151;8;reg018
606;342;10;reg018
622;104;8;reg018
618;216;7;reg018
624;373;6;reg018
625;293;9;reg018
630;142;9;reg018
637;83;9;reg018
633;119;7;reg018
645;97;9;reg018
645;153;10;reg018
647;142;8;reg018
649;127;8;reg018
649;179;8;reg018
640;237;6;reg018
654;112;9;reg018
651;312;6;reg018
657;271;7;reg018
660;239;9;reg018
665;99;9;reg018
658;337;8;reg018
657;816;8;reg018
675;193;8;reg018
671;811;8;reg018
680;142;7;reg018
675;244;9;reg018
686;166;9;reg018
692;102;9;reg018
683;319;9;reg018
691;377;9;reg018
685;282;7;reg018
688;346;7;reg018
699;127;8;reg018
699;204;7;reg018
700;222;9;reg018
706;243;7;reg018
703;252;9;reg018
713;160;9;reg018
703;445;10;reg018
721;121;7;reg018
722;157;7;reg018
723;183;7;reg018
723;194;10;reg018
729;101;8;reg018
722;305;8;reg018
730;134;7;reg018
738;255;6;reg018
742;325;9;reg018
737;359;8;reg018
742;471;6;reg018
744;152;9;reg018
745;214;7;reg018
740;439;9;reg018
744;488;6;reg018
757;134;7;reg018
752;291;7;reg018
758;389;8;reg018
768;117;8;reg018
767;177;7;reg018
770;223;9;reg018
770;262;7;reg018
772;243;7;reg018
774;136;9;reg018
769;390;8;reg018
777;313;10;reg018
785;153;9;reg018
785;210;8;reg018
788;277;6;reg018
799;179;8;reg018
796;381;7;reg018
803;124;9;reg018
801;296;8;reg018
806;253;7;reg018
806;321;7;reg018
814;214;9;reg018
810;365;8;reg018
831;121;9;reg018
828;166;8;reg018
826;261;6;reg018
816;456;10;reg018
829;314;9;reg018
836;151;8;reg018
834;133;8;reg018
814;975;9;reg018
836;249;8;reg018
837;231;8;reg018
835;376;7;reg018
834;593;8;reg018
841;120;8;reg018
844;183;7;reg018
843;211;8;reg018
844;334;9;reg018
840;1003;10;reg018
851;232;6;reg018
859;131;9;reg018
860;262;8;reg018
855;690;7;reg018
861;145;8;reg018
865;174;8;reg018
868;335;8;reg018
867;214;8;reg018
875;233;9;reg018
878;249;7;reg018
864;353;9;reg018
864;440;9;reg018
888;145;8;reg018
889;437;10;reg018
884;195;9;reg018
877;1029;9;reg018
889;588;7;reg018
896;216;9;reg018
894;128;8;reg018
893;475;10;reg018
904;165;8;reg018
907;194;8;reg018
908;633;8;reg018
920;185;10;reg018
916;224;6;reg018
921;406;9;reg018
927;157;8;reg018
932;201;8;reg018
938;172;8;reg018
928;700;8;reg018
935;370;10;reg018
944;182;9;reg018
950;207;8;reg018
934;1084;8;reg018
943;522;6;reg018
955;167;8;reg018
952;651;10;reg018
957;545;9;reg018
957;583;6;reg018
968;514;7;reg018
977;171;8;reg018
965;1098;8;reg018
962;1125;7;reg018
988;530;9;reg018
991;388;7;reg018
993;637;6;reg018
1014;441;8;reg018
1017;384;7;reg018
1017;419;8;reg018
998;600;9;reg018
1021;371;8;reg018
1017;492;8;reg018
1019;560;7;reg018
1000;1171;8;reg018
1011;1175;9;reg018
1001;1139;9;reg018
1028;536;6;reg018
1025;805;10;reg018
1037;371;8;reg018
1047;450;8;reg018
1042;494;8;reg018
1043;411;8;reg018
1032;1182;9;reg018
1052;531;8;reg018
1042;1244;8;reg018
1051;387;7;reg018
1069;398;7;reg018
1070;355;8;reg018
1061;643;6;reg018
